"gene_id","abund_I_4hrsS1","abund_I_4hrsS2","abund_I_4hrsS3","abund_U_4hrsN1","abund_U_4hrsN2","log2FoldChange","pvalue","padj"
"116216342|LOC116216342",1.88375951581851,1.61277957191352,2.7115783196783,1.64800855158316,128.705039005752,-0.0555642772369673,0.00267689051028565,0.0362666659113342
"104912616|CARMIL3",286.95936624302,162.890736763265,189.810482377481,199.958370925423,88281.7563703299,-0.0523186198133567,4.47106794809818e-06,0.000987360838538348
"100540726|GCC1",389.938219774432,304.277745901017,348.708971910629,290.049505078636,33314.8043272581,-0.0652695950448451,0.000164557248727594,0.00660722286557765
"100543748|LMF2",3192.34445947378,2392.28969833839,2478.9248998499,2298.42259327465,110587.329668788,-0.0752586002906617,0.0010951187973351,0.0209667701331517
"100543594|NCAPH2",1435.42475105371,1039.70523069358,1055.34628201879,1077.24825655153,96281.2695639182,-0.0682710459712544,0.000209423028581027,0.00750569702565197
"100539274|IRF5",143.793643040813,118.808095130963,128.528812352751,142.827407803874,3079.02054852222,-0.0896153445249617,0.00247460214703847,0.0347031250749069
"100543127|STRIP2",42.0706291866135,40.8570824884758,35.2505181558179,108.219228220628,118.804651389925,-1.02485040386286,0.00370075922171966,0.0456140090118935
"100541181|ZC3HC1",963.229032421867,651.562947053062,621.493750870267,598.227104224687,23850.0337665274,-0.0755700281829427,0.00222260589763866,0.0326491442834948
"104910066|LOC104910066",0,0,0,0.549336183861054,79.2031009266165,-0.0234596224486565,0.00203057953994142,0.0306437117360181
"100542568|IQUB",183.980512711608,158.052398047525,139.9174412954,144.475416355457,10464.7097099292,-0.0706716995953649,0.000365201854577563,0.0104512409787316
"104909723|LOC104909723",15.6979959651543,15.0526093378595,20.6079952295551,24.1707920898864,326.712791322293,-0.0935151421278517,0.0040102973745763,0.0484821534791386
"109365936|LOC109365936",940.623918232045,879.502459883506,1045.04228440402,1059.66949866797,66906.8195077593,-0.0741957122765034,0.000206318717299283,0.00744883652374794
"100550112|LIG1",1130.88362932971,748.867314558511,873.128218936413,857.513783007105,35918.6062702206,-0.077145738039089,0.00109660163790748,0.0209667701331517
"100547044|LYZ",1.25583967721234,1.07518638127568,0,2.19734473544421,762.329846418684,-0.0398305506476253,1.24444392501084e-05,0.00164864968846294
"104910710|LOC104910710",184.608432550214,131.710331706271,130.698075008494,101.077857830434,26711.2457875014,-0.0564074688170801,5.33660870332306e-05,0.00358934341720968
"100544848|LOC100544848",3.76751903163703,1.07518638127568,1.62694699180698,2.74668091930527,653.425582644586,-0.051283062269446,3.27526820718234e-05,0.00272939017265195
"100541434|LOC100541434",44.5823085410382,33.8683710101839,27.115783196783,24.7201282737474,3593.84070454522,-0.0611502637861095,0.000215264072303363,0.00761744463235609
"100545149|LOC100545149",11.3025570949111,10.7518638127568,8.1347349590349,4.39468947088843,1257.34922721004,-0.0537946098938533,0.000288515619908979,0.00905884351609945
"100542048|LOC100542048",14.4421562879419,8.60149105020543,8.1347349590349,10.43738749336,3197.82519991214,-0.0544236965374113,1.13106308964768e-05,0.00161564976745951
"100542202|LOC100542202",16.9538356423666,11.8270501940325,15.1848385901985,7.69070657405475,1009.83953681436,-0.0600260173088901,0.00087681150033514,0.0181528423496633
"100545463|LOC100545463",11.9304769335173,9.13908424084327,10.3039976147775,12.6347322288042,3979.95582156248,-0.0552217336597986,4.24203256222204e-06,0.000969085024990381
"100544999|LOC100544999",29.5122324144901,8.60149105020543,8.1347349590349,13.1840684126653,891.034885424436,-0.0604645378166995,0.00136330129578526,0.0241171457532105
"100542975|LOC100542975",21.3492745126098,21.5037276255136,20.0656795656194,26.9174730091916,5504.61551439985,-0.05982651354298,8.03036975886823e-06,0.00135396368382364
"100543595|LOC100543595",97.9554948225627,115.582535987136,95.9898725166119,107.120555852905,8445.03063630048,-0.0705670876416734,0.000169972874637607,0.00676318495179667
"100539738|LOC100539738",26.3726332214592,18.8157616723244,17.3541012459411,14.8320769642484,1930.57558508628,-0.0619235645201137,0.000282276461219227,0.00890515026465418
"100541738|LOC100541738",82.2574988574085,59.6728441608002,86.22819056577,35.7068519509685,11543.8519600544,-0.0541721904151668,0.000131759042859951,0.00580002431194136
"104910706|LOC104910706",75.9783004713467,37.0939301540109,58.0277760411156,53.2856098345222,5663.02171625308,-0.0645951992477835,0.00015979878922839,0.00649488943949746
"100543441|LOC100543441",61.5361441834048,27.9548459131677,24.9465205410404,19.2267664351369,2039.47984886037,-0.0593426563206117,0.00179339177364164,0.0280548299890811
"104911269|LOC104911269",4.3954388702432,0,0,4.39468947088843,2326.59108971936,-0.024667944032005,9.90554295092012e-05,0.00506750749419659
"100544693|LOC100544693",2.51167935442469,2.15037276255136,0,0.549336183861054,2079.08139932368,-0.0291402834537968,4.09460741159617e-05,0.00307349837063992
"100550170|LOC100550170",4162.48061012031,3872.28375216436,3761.50144505774,3391.60159915814,618794.026764423,-0.060775779199732,4.68671872432745e-05,0.00325125775378737
"100547865|SHISA8",44.5823085410382,22.0413208161514,20.6079952295551,21.4241111705811,2376.09302779849,-0.0618535849519084,0.000415612879471741,0.0111701230283987
"100546327|CHADL",712.061096979398,446.202348229407,505.980514451971,405.959439873319,21949.1593442886,-0.0715903240191272,0.0015957989427147,0.0265299071404891
"100545093|CACNA1I",6.90711822466789,14.5150161472217,18.4387325738124,18.1280940674148,336.61317893812,-0.0803482541912577,0.00355625571543534,0.0443694804421076
"100542774|CBX7",50.8615069270999,40.319489297838,42.3006217869815,60.4269802247159,1831.57170892801,-0.0863805586049944,0.000541957468847213,0.0130487904209401
