"gene_id","abund_I_4hrsS1","abund_I_4hrsS2","abund_I_4hrsS3","abund_U_4hrsN1","abund_U_4hrsN2","log2FoldChange","pvalue","padj"
"109370598|LOC109370598",597.151766514469,413.409163600499,413.786851582909,413.650146447373,3880.95194540421,-0.0856887532185827,0.0327426251357215,0.199100405253928
"100538868|LOC100538868",7054.05146690173,4991.55277507234,4906.32981162592,5701.56025229387,10831.0240517148,-0.0648955382244278,0.330649646367223,0.841561470589374
"100538713|GOLGB1",271.261370277866,444.051975466856,469.103049304346,611.411172637353,49.5019380791353,0.00816450258222218,0.829382965955147,0.945118062607719
"109364357|LOC109364357",2.51167935442469,5.3759319063784,3.79620964754962,4.39468947088843,59.4023256949624,-0.0542846220635893,0.0384862220054376,0.224194741613467
"100538560|LOC100538560",113.025570949111,82.2517581675895,95.9898725166119,84.0484361307412,356.413954169774,-0.0668467894399687,0.168025247150466,0.635006995078061
"116216342|LOC116216342",1.88375951581851,1.61277957191352,2.7115783196783,1.64800855158316,128.705039005752,-0.0555642770424818,0.00267689051028565,0.0362666659113342
"100547397|LOC100547397",1107.65059530129,932.724185756652,966.948828797282,984.959777662869,1296.95077767335,-0.033060435981253,0.670801057888597,0.898759359451434
"692129|ACR",167.654596907848,133.860704468822,145.882913598693,125.797986104181,1445.45659191075,-0.0845297769205647,0.0247729556886927,0.162086562763715
"100539178|ARSA",1241.3975209244,1009.06241882722,1085.17364353526,775.662691611808,4257.16667480564,-0.0625041364718535,0.174293637410754,0.649804239628231
"104911291|LOC104911291",356.658468328305,201.059853298552,174.625643787283,207.649077499478,2187.98566309778,-0.0789333216906219,0.0336712559601614,0.202885012038262
"104912616|CARMIL3",286.95936624302,162.890736763265,189.810482377481,199.958370925423,88281.7563703299,-0.0523186196247194,4.47106794809818e-06,0.000987360838538348
"104912876|LOC104912876",283.819767049989,233.315444736822,279.834882590801,216.438456441255,227.708915164022,0.045741846105541,0.54812284569776,0.872315994172653
"100549393|MELK",872.180655823972,856.923545876716,741.887828263983,928.927486909042,970.237986351052,-0.0436007991755687,0.598899372168991,0.879855491877052
"104914112|LOC104914112",744.085008748313,747.792128177235,808.592654928069,976.170398721092,316.812403706466,0.0183859750560617,0.739383700982218,0.91524981670538
"104916954|LOC104916954",123.700208205416,97.8419606960868,101.955344819904,102.176530198156,0,0.0248340828182637,0.432483321456496,0.85860555423536
