"gene_id","abund_I_24hrsS1","abund_I_24hrsS2","abund_I_24hrsS3","abund_U_24hrsN1","abund_U_24hrsN2","log2FoldChange","pvalue","padj"
"100538868|LOC100538868",12276.5161544435,12282.9554681529,12621.2909526487,14354.7656217162,14330.2871952122,-0.206653856739717,1.30020253235098e-11,3.61524585964638e-10
"104911291|LOC104911291",355.375323278987,401.083929824851,393.917971094646,647.751353262092,643.362775006289,-0.709046051245505,5.88914328572806e-09,1.11880464537659e-07
"104917413|LOC104917413",499.98283514517,454.81766205019,424.754983983369,611.587895116096,665.014406857463,-0.413080352078611,0.000231749075371778,0.00167106911423376
"100540102|MVB12A",1188.04995043002,1358.695800555,1332.9547506738,1793.28207159259,1709.44788615453,-0.412803776975229,1.10713943038853e-07,1.67282054006504e-06
"100545918|DSN1",1545.31556798176,1462.32514127529,1513.99785860114,1775.20034251959,2013.60176215911,-0.305482320211276,2.19028653794704e-05,0.000205857773947434
"109365916|LOC109365916",113.417656365634,110.346057248464,106.437431583654,278.671353948552,252.602371597021,-1.19710532248446,2.63988118578652e-09,5.35862144213887e-08
"100541181|ZC3HC1",1223.02039447609,1129.36790766471,1207.61721441642,1443.34743247399,1501.17980834801,-0.283751145576543,0.000136126094063507,0.00104390722828303
"100541645|COPG2",3429.93895792405,3155.89723730607,3361.23440487073,3735.47250025692,3803.46999518942,-0.173191653713891,0.000699339477517287,0.0043159333369656
"100544533|FBH1",3894.00620188677,4086.64224192354,3884.46888162776,3496.15549782019,3669.43608372978,0.133013952714651,0.00602043261101619,0.0266835148894952
"100545306|NET1",943.256842107523,961.449994460528,908.199766690435,1286.99365754865,1261.98082789695,-0.414948268074272,3.57069134934512e-07,4.87879300818585e-06
"100546691|CHCHD3",3401.58454383264,3013.88665928195,3196.10717456338,4268.35169234938,3966.3727491173,-0.346911748107573,2.22457514075705e-09,4.58147103948134e-08
"100547769|LOC100547769",3654.88397638256,3575.21225485023,3721.33113602291,4381.09659127513,3903.47991374008,-0.169518360800668,0.00133519308474466,0.00755400646832161
"100548072|LOC100548072",5915.67592660419,5639.1632908628,5527.78324589129,6835.95722071504,6281.03529701653,-0.19397074609158,2.57473251013337e-05,0.000236908950081569
"100548377|KIN",851.577569878635,729.243508772456,828.620378590506,653.069508871797,657.797196240405,0.241543893895803,0.00836643010304546,0.034936650450016
"100548528|ATP5F1C",14917.25725349,14430.3856953013,14425.7535778145,15429.0330548767,15812.9084619735,-0.0955892568784388,0.00168290610850586,0.00920167294353869
"100539540|SUV39H2",2319.39107267722,2415.13935734246,2346.59720659664,2688.85947626694,2643.56114601943,-0.162117094961564,0.00295077581214116,0.0147214402217816
"100550319|PRPF18",1240.97819006731,1221.48287719386,1205.62772971392,1374.21140954782,1506.33495878876,-0.208752517044819,0.00378660234157315,0.0181914389241474
"100550476|BEND7",2293.87209999495,2324.9434496785,2156.60141750806,1926.23596183522,1835.23355690897,0.245509846007274,8.38313909196361e-05,0.00067591718554303
"100550784|PHYH",1625.65307457409,1577.46885318673,1530.90847857238,1279.54823969507,1426.94564200113,0.195435726168737,0.0055942024619601,0.0251541155994788
