Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
U_12hrsN2_Data1	(1, 36.45284335443465)	(2, 36.39168421603836)	(3, 36.449680981658155)	(4, 36.499667875288836)	(5, 36.500349070628396)	(6, 36.46902731605525)	(7, 36.415167389785765)	(8, 36.46925142962729)	(9, 36.47284640673529)	(10, 36.48464251569826)	(15, 36.4647933913569)	(20, 36.44645928290476)	(25, 36.374336828144635)	(30, 36.322990892307374)	(35, 36.279660243010554)	(40, 36.238566373366595)	(45, 36.191626711874775)	(50, 36.1698149551638)	(55, 36.162893631902406)	(60, 36.0844441110673)	(65, 36.02523061841249)	(70, 36.02010912458257)	(75, 36.026296328318445)	(80, 35.940307787727804)	(85, 35.86708044898641)	(90, 35.8420709518939)	(95, 35.79030753582904)	(100, 35.74679077435849)	(105, 35.71710923321713)	(110, 35.65856685507343)	(115, 35.59539051275149)	(120, 35.487572142281735)	(125, 35.430602402967146)	(130, 35.399525978069825)	(135, 35.30278836631688)	(140, 35.27081733991734)	(145, 35.16820739580497)
U_12hrsN2_Data2	(1, 36.25080929476945)	(2, 36.15603815854163)	(3, 36.18943026655826)	(4, 36.22582002082262)	(5, 36.24275260523122)	(6, 36.17125040157498)	(7, 36.15530297035467)	(8, 36.20209247982431)	(9, 36.199805951436666)	(10, 36.1970524383521)	(15, 36.18353474633107)	(20, 36.14099426530824)	(25, 36.08999005686856)	(30, 36.038841599489004)	(35, 35.976038625699346)	(40, 35.94816445437632)	(45, 35.89263544177014)	(50, 35.837648433894465)	(55, 35.822989910156615)	(60, 35.75449090978763)	(65, 35.718505720213955)	(70, 35.66041045454192)	(75, 35.60391616585035)	(80, 35.53645604689612)	(85, 35.482375884768985)	(90, 35.41400388209082)	(95, 35.397626116172354)	(100, 35.31391961428844)	(105, 35.24785023189619)	(110, 35.15846653568905)	(115, 35.03015330016977)	(120, 35.00415457468871)	(125, 34.824401725717074)	(130, 34.758247712494686)	(135, 34.677002953812426)	(140, 34.47096472838817)	(145, 34.31879460469749)
U_24hrsN1_Data1	(1, 36.44005584325547)	(2, 36.36041868825516)	(3, 36.433135520016)	(4, 36.48549078733792)	(5, 36.48884542426734)	(6, 36.457497945294335)	(7, 36.404279677279234)	(8, 36.46452930449828)	(9, 36.463691752923964)	(10, 36.47957620679209)	(15, 36.46050758726845)	(20, 36.44294844089566)	(25, 36.37390928237429)	(30, 36.32554409108472)	(35, 36.27904150513545)	(40, 36.241075807197696)	(45, 36.192026180497365)	(50, 36.17387815988498)	(55, 36.17126630222736)	(60, 36.0954205796488)	(65, 36.03642517794257)	(70, 36.032204179523376)	(75, 36.03725089648709)	(80, 35.94532664754543)	(85, 35.87166317340137)	(90, 35.85161862609663)	(95, 35.80975103251289)	(100, 35.76671927438131)	(105, 35.74000356173342)	(110, 35.68259085467902)	(115, 35.6201010910116)	(120, 35.513065199182435)	(125, 35.45523372158702)	(130, 35.42006061237356)	(135, 35.32237242140135)	(140, 35.28554285441495)	(145, 35.17795518121032)
U_24hrsN1_Data2	(1, 36.39621922270827)	(2, 36.2469964501451)	(3, 36.284057823639984)	(4, 36.32334510350578)	(5, 36.33708298093148)	(6, 36.27151827011695)	(7, 36.26107575640752)	(8, 36.31511958087084)	(9, 36.30855457271767)	(10, 36.30532973169767)	(15, 36.288628161195255)	(20, 36.25344438154507)	(25, 36.207876302369456)	(30, 36.15693398525583)	(35, 36.101482408472194)	(40, 36.078799268426984)	(45, 36.02970685911028)	(50, 35.982825119112405)	(55, 35.967793864514626)	(60, 35.90811785287026)	(65, 35.8730992709611)	(70, 35.82408497044741)	(75, 35.767080165318774)	(80, 35.705977533344964)	(85, 35.652704163394795)	(90, 35.591619513303705)	(95, 35.577598950739855)	(100, 35.50884708304285)	(105, 35.44891079767969)	(110, 35.36305762034291)	(115, 35.24300039750814)	(120, 35.207843870753436)	(125, 35.04150577010534)	(130, 34.971083502611584)	(135, 34.88450376596906)	(140, 34.67460250408833)	(145, 34.51782971431318)
U_24hrsN2_Data1	(1, 36.46591410854399)	(2, 36.37891202265316)	(3, 36.44303175529926)	(4, 36.49890487734204)	(5, 36.500329352555475)	(6, 36.465999697987066)	(7, 36.40543104110175)	(8, 36.467205821082935)	(9, 36.46542616531825)	(10, 36.47977622061518)	(15, 36.45785238573275)	(20, 36.43950086238401)	(25, 36.36548154825569)	(30, 36.30824964949768)	(35, 36.26485962784021)	(40, 36.22246019191739)	(45, 36.175919603052634)	(50, 36.148676796071264)	(55, 36.13977008340384)	(60, 36.05157916953116)	(65, 35.987760334338844)	(70, 35.98565292625979)	(75, 35.99988196788373)	(80, 35.92818161683671)	(85, 35.86045897521289)	(90, 35.82400371047437)	(95, 35.74756827204558)	(100, 35.70004068887716)	(105, 35.66687543833073)	(110, 35.6076067610254)	(115, 35.546477903324096)	(120, 35.43430964887879)	(125, 35.38214376874672)	(130, 35.35451733331329)	(135, 35.26249993842377)	(140, 35.24287885500978)	(145, 35.14492352987897)
U_24hrsN2_Data2	(1, 36.207242639138485)	(2, 36.149436300734614)	(3, 36.13777883093682)	(4, 36.16601313062987)	(5, 36.17835552447277)	(6, 36.10693890086579)	(7, 36.08053315029772)	(8, 36.129346759165124)	(9, 36.11842936178684)	(10, 36.12038263589317)	(15, 36.11210098678582)	(20, 36.062150383153494)	(25, 36.01009247569236)	(30, 35.96809691560563)	(35, 35.90142949486226)	(40, 35.871490818499346)	(45, 35.80303577727334)	(50, 35.74309765708543)	(55, 35.726579780698174)	(60, 35.655685242268945)	(65, 35.61937816923973)	(70, 35.55581796845586)	(75, 35.49760498115963)	(80, 35.43652829202826)	(85, 35.38636247421044)	(90, 35.30783657879084)	(95, 35.28507902350264)	(100, 35.17365655076174)	(105, 35.110016666510475)	(110, 35.019373681430274)	(115, 34.89303084043837)	(120, 34.894705516487534)	(125, 34.70808576193476)	(130, 34.658198019279084)	(135, 34.602605961988665)	(140, 34.42808673923314)	(145, 34.294742558774274)
U_4hrsN1_Data1	(1, 36.44816177131627)	(2, 36.383373773104175)	(3, 36.44758919752193)	(4, 36.499075703809936)	(5, 36.49894567646148)	(6, 36.46921797619129)	(7, 36.41329435254738)	(8, 36.46643045558978)	(9, 36.468493545639625)	(10, 36.48301076690773)	(15, 36.46201699203295)	(20, 36.4424093108018)	(25, 36.3714058155127)	(30, 36.32105880436742)	(35, 36.2775382184703)	(40, 36.236521550134796)	(45, 36.18948998328047)	(50, 36.16900021465586)	(55, 36.162512134699476)	(60, 36.08430128570473)	(65, 36.02590094162262)	(70, 36.02120664852084)	(75, 36.02928174759287)	(80, 35.94150779312533)	(85, 35.866878106110015)	(90, 35.84484394371788)	(95, 35.79350599341184)	(100, 35.750438498397656)	(105, 35.71965754655283)	(110, 35.66247045540257)	(115, 35.600202935297936)	(120, 35.49287430215885)	(125, 35.4361889359074)	(130, 35.404401601786994)	(135, 35.30777806770054)	(140, 35.275781971448666)	(145, 35.16937348052342)
U_4hrsN1_Data2	(1, 36.408276224910615)	(2, 36.28052504052018)	(3, 36.31249753166859)	(4, 36.3406483998806)	(5, 36.3537376087127)	(6, 36.28994395589278)	(7, 36.270574521040885)	(8, 36.319454258451024)	(9, 36.31651593565302)	(10, 36.310876144415985)	(15, 36.29338995481259)	(20, 36.25673176523304)	(25, 36.210528302804065)	(30, 36.16267704691968)	(35, 36.10838806635782)	(40, 36.082580390093646)	(45, 36.032456123283644)	(50, 35.98547098874198)	(55, 35.969950236857)	(60, 35.91075986854055)	(65, 35.87636143405718)	(70, 35.823848249542415)	(75, 35.768468663277204)	(80, 35.709419057738316)	(85, 35.65606611590119)	(90, 35.59409435398159)	(95, 35.57835905169884)	(100, 35.5048192190377)	(105, 35.44507810181377)	(110, 35.36158655940974)	(115, 35.2424205054498)	(120, 35.21404999156219)	(125, 35.04666055499422)	(130, 34.98056436091186)	(135, 34.90229989487271)	(140, 34.701926820278814)	(145, 34.55167915141931)
U_4hrsN2_Data1	(1, 36.39251028972409)	(2, 36.38046667856341)	(3, 36.443069014546644)	(4, 36.4995580743393)	(5, 36.50222764611408)	(6, 36.49777097232856)	(7, 36.44036530679208)	(8, 36.46492715163168)	(9, 36.48342488069677)	(10, 36.49802698642044)	(15, 36.47148504751981)	(20, 36.42621011184858)	(25, 36.35677468526396)	(30, 36.30624424782837)	(35, 36.235179055590415)	(40, 36.18394907809829)	(45, 36.08754309595491)	(50, 36.027429969433044)	(55, 35.965786134920585)	(60, 35.942172464410504)	(65, 35.901285516098014)	(70, 35.858198080786565)	(75, 35.804267147141616)	(80, 35.738611108872476)	(85, 35.62451697876431)	(90, 35.61179149996834)	(95, 35.60499243021697)	(100, 35.57167064558324)	(105, 35.492010417257504)	(110, 35.42818580815489)	(115, 35.35397103500111)	(120, 35.29727991228405)	(125, 35.192604677024995)	(130, 35.13641330689049)	(135, 35.05079787965301)	(140, 34.92599503488408)	(145, 34.841517720452515)
U_4hrsN2_Data2	(1, 36.24811256238595)	(2, 36.234066614090736)	(3, 36.21116091113708)	(4, 36.29689702216824)	(5, 36.27768439473397)	(6, 36.21930219840315)	(7, 36.26354254333197)	(8, 36.2720377395419)	(9, 36.27569667908149)	(10, 36.24795511089876)	(15, 36.21351281682277)	(20, 36.16834574624245)	(25, 36.09171280876368)	(30, 35.98885292746248)	(35, 35.91442616439382)	(40, 35.87661601340111)	(45, 35.81488409309394)	(50, 35.76531200746041)	(55, 35.729422106069066)	(60, 35.643094584870795)	(65, 35.582993236125425)	(70, 35.507228572908815)	(75, 35.44425228388701)	(80, 35.34030398867123)	(85, 35.27825862753789)	(90, 35.21145278815545)	(95, 35.16801924969923)	(100, 35.14900678676634)	(105, 35.063871574072195)	(110, 34.96680165995993)	(115, 34.865702229345985)	(120, 34.69318221258061)	(125, 34.59137053739296)	(130, 34.461848757456906)	(135, 34.30118690717368)	(140, 34.04195266559428)	(145, 33.85058277032041)
U_72hrsN1_Data1	(1, 36.468500654876465)	(2, 36.458719938472264)	(3, 36.51259015775085)	(4, 36.56396093810751)	(5, 36.5596236604809)	(6, 36.552135617269826)	(7, 36.493842841508204)	(8, 36.52173767238169)	(9, 36.53742848081606)	(10, 36.55108666227827)	(15, 36.52539569264097)	(20, 36.48819601140515)	(25, 36.43627917908785)	(30, 36.40133513613337)	(35, 36.34318034339899)	(40, 36.297645601953874)	(45, 36.236146758814606)	(50, 36.1776901574418)	(55, 36.163910413934886)	(60, 36.12974269255837)	(65, 36.09929936027494)	(70, 36.053280901453476)	(75, 36.00929787603862)	(80, 35.91890517818061)	(85, 35.81658275344128)	(90, 35.82583525043711)	(95, 35.84514813004182)	(100, 35.81365100335369)	(105, 35.744006971579815)	(110, 35.67795015703514)	(115, 35.59845363941533)	(120, 35.55135981839722)	(125, 35.468940108604976)	(130, 35.40112962163188)	(135, 35.3127262741656)	(140, 35.18768288800483)	(145, 35.08464277265481)
U_72hrsN1_Data2	(1, 36.22659744796549)	(2, 36.17939739671465)	(3, 36.16187914841753)	(4, 36.23497632530317)	(5, 36.218767913466934)	(6, 36.13736803389304)	(7, 36.18137459660637)	(8, 36.198345631947646)	(9, 36.19958451406128)	(10, 36.18735734689041)	(15, 36.15526733919193)	(20, 36.11930670711941)	(25, 36.05891669792583)	(30, 35.96406295534085)	(35, 35.90025977058902)	(40, 35.880505662691476)	(45, 35.847289715161104)	(50, 35.82799726573101)	(55, 35.79405405911069)	(60, 35.73899645077919)	(65, 35.69129053136579)	(70, 35.644613245351614)	(75, 35.588970411911916)	(80, 35.49298386375362)	(85, 35.42749189871745)	(90, 35.401743998552675)	(95, 35.38330915706987)	(100, 35.42118329154668)	(105, 35.36073714448357)	(110, 35.280242671678465)	(115, 35.155442314447384)	(120, 35.021455194729626)	(125, 34.87949693678289)	(130, 34.7517956957419)	(135, 34.56543517247253)	(140, 34.2758672528884)	(145, 34.04407009313708)
U_72hrsN2_Data1	(1, 36.458628575950534)	(2, 36.391338805544784)	(3, 36.4582513239964)	(4, 36.50930758058782)	(5, 36.51057311373894)	(6, 36.4804047915526)	(7, 36.425242241084476)	(8, 36.4787489888881)	(9, 36.48124625069853)	(10, 36.49582529962125)	(15, 36.474789716251685)	(20, 36.45595912218842)	(25, 36.38731755286145)	(30, 36.334311708388974)	(35, 36.28922941040181)	(40, 36.2489894180621)	(45, 36.19951357548772)	(50, 36.18035933300085)	(55, 36.17203432087213)	(60, 36.095389525248585)	(65, 36.03361084402818)	(70, 36.02918448284298)	(75, 36.03509415631475)	(80, 35.94541863981736)	(85, 35.8704366856018)	(90, 35.84873517947021)	(95, 35.80326044066136)	(100, 35.758256385221515)	(105, 35.728415149187256)	(110, 35.669102996711146)	(115, 35.6089156095706)	(120, 35.49937679863797)	(125, 35.441770484450664)	(130, 35.40826688153062)	(135, 35.31078615694438)	(140, 35.273550094533434)	(145, 35.166982148390986)
U_72hrsN2_Data2	(1, 36.18507053690537)	(2, 36.05284629961986)	(3, 36.10034032427718)	(4, 36.14001949135096)	(5, 36.15491116750681)	(6, 36.08001554080472)	(7, 36.07041815230205)	(8, 36.11094752549834)	(9, 36.1091989534294)	(10, 36.10626423988491)	(15, 36.09385136427365)	(20, 36.044927466211334)	(25, 35.99080740099181)	(30, 35.93734954364193)	(35, 35.86672341910876)	(40, 35.84032079382208)	(45, 35.782669882878494)	(50, 35.72577814775774)	(55, 35.70781043778772)	(60, 35.63677915329987)	(65, 35.598568397780795)	(70, 35.53932139000572)	(75, 35.476170719784065)	(80, 35.40662161562111)	(85, 35.34727284449157)	(90, 35.28175719761689)	(95, 35.266755669725896)	(100, 35.183340902120754)	(105, 35.115080933984515)	(110, 35.017873884663075)	(115, 34.878865690142746)	(120, 34.84804864668295)	(125, 34.65509729571512)	(130, 34.5853927922974)	(135, 34.49517823869646)	(140, 34.27060532999738)	(145, 34.10704426153725)
