Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
I_12hrsS1_Data1	(0.0, 2.0512459703913925e-05)	(1.0, 2.8204632092881647e-05)	(2.0, 2.0512459703913925e-05)	(3.0, 1.7948402240924686e-05)	(4.0, 4.6153034333806336e-05)	(5.0, 9.487012613060191e-05)	(6.0, 0.00014871533285337594)	(7.0, 0.00022820111420604242)	(8.0, 0.00042306948139322475)	(9.0, 0.0005948613314135038)	(10.0, 0.0007999859284526431)	(11.0, 0.0011897226628270075)	(12.0, 0.0016743295233319741)	(13.0, 0.002333292291320209)	(14.0, 0.0033460949892009594)	(15.0, 0.0045460738818799236)	(16.0, 0.0059973304059318345)	(17.0, 0.009069071246592945)	(18.0, 0.013625401358324825)	(19.0, 0.02019964469342924)	(20.0, 0.029909730305769495)	(21.0, 0.045568429232244786)	(22.0, 0.07135515513752758)	(23.0, 0.10665197017303747)	(24.0, 0.1540434442614676)	(25.0, 0.21524749590302078)	(26.0, 0.3020587894274475)	(27.0, 0.41022868161857456)	(28.0, 0.5325598631777912)	(29.0, 0.6707164073985775)	(30.0, 0.8322238229348069)	(31.0, 1.0172846703260554)	(32.0, 1.2356962131384048)	(33.0, 1.4618896703509265)	(34.0, 1.6864575151319134)	(35.0, 1.9340967489648773)	(36.0, 2.190279422264521)	(37.0, 2.4730257308807335)	(38.0, 2.8178965877677125)	(39.0, 3.173803147975397)	(40.0, 3.5055947477436677)	(41.0, 3.778928401413247)	(42.0, 3.999065554898188)	(43.0, 4.200662008868254)	(44.0, 4.267660830376164)	(45.0, 4.242420248710497)	(46.0, 4.232148634513762)	(47.0, 4.123283882750165)	(48.0, 3.9650738451113403)	(49.0, 3.7861487872290245)	(50.0, 3.588916359060966)	(51.0, 3.4150758271277586)	(52.0, 3.1503702268211384)	(53.0, 2.831375837850647)	(54.0, 2.607582338423483)	(55.0, 2.3825427070693066)	(56.0, 2.1458314861436025)	(57.0, 1.9687961386115105)	(58.0, 1.8129501619535617)	(59.0, 1.6918240874019497)	(60.0, 1.5813619278389104)	(61.0, 1.47393561231205)	(62.0, 1.3475583480762363)	(63.0, 1.2115479199519723)	(64.0, 1.0924859116580667)	(65.0, 0.9824211810017907)	(66.0, 0.8555746942502499)	(67.0, 0.7382152201117693)	(68.0, 0.631991447535051)	(69.0, 0.5356649367654713)	(70.0, 0.45109975757862314)	(71.0, 0.3784574455946749)	(72.0, 0.3137688398609194)	(73.0, 0.25424168180016116)	(74.0, 0.21203473190189526)	(75.0, 0.17460205699971534)	(76.0, 0.13911806576940722)	(77.0, 0.11049805636752133)	(78.0, 0.08869331170226083)	(79.0, 0.07350639934897556)	(80.0, 0.06097841458481012)	(81.0, 0.04750172855933867)	(82.0, 0.03441990738316757)	(83.0, 0.025440578147779246)	(84.0, 0.019268891834364144)	(85.0, 0.014243339206905233)	(86.0, 0.01029981882882778)	(87.0, 0.007012697161275573)	(88.0, 0.004843504547586676)	(89.0, 0.003535835241462163)	(90.0, 0.002076886545021285)	(91.0, 0.0009512653187690083)	(92.0, 0.0004640944008010526)	(93.0, 0.00022820111420604242)	(94.0, 0.0001307669306124513)	(95.0, 8.974201120462342e-05)	(96.0, 4.871709179679557e-05)	(97.0, 2.3076517166903168e-05)	(98.0, 1.0256229851956963e-05)	(99.0, 5.128114925978481e-06)	(100.0, 0.0)
I_12hrsS1_Data2	(0.0, 0.0002358931353841216)	(1.0, 0.00028204614013318884)	(2.0, 0.0003692240379925381)	(3.0, 0.0004205051543803907)	(4.0, 0.0005051189964203473)	(5.0, 0.0006487061223063343)	(6.0, 0.0007563964667208246)	(7.0, 0.0008128056947474625)	(8.0, 0.000905111704245597)	(9.0, 0.001117928337255185)	(10.0, 0.0013538214726393064)	(11.0, 0.0016717643942439921)	(12.0, 0.002035860320597745)	(13.0, 0.002520466870462951)	(14.0, 0.0034717315794576156)	(15.0, 0.004371715172064427)	(16.0, 0.005553744904804428)	(17.0, 0.007369096424934407)	(18.0, 0.010161353212252975)	(19.0, 0.015022803045821397)	(20.0, 0.022676509666708384)	(21.0, 0.035322432967952816)	(22.0, 0.05241442906002406)	(23.0, 0.07707808198676172)	(24.0, 0.11053131826237732)	(25.0, 0.15858172431779513)	(26.0, 0.22802404807440563)	(27.0, 0.3185249622756878)	(28.0, 0.4179718672308308)	(29.0, 0.5256058024172944)	(30.0, 0.6584572265874845)	(31.0, 0.8168004937140763)	(32.0, 0.9909178322415712)	(33.0, 1.1718863279184832)	(34.0, 1.4229381613068541)	(35.0, 1.7024997313510517)	(36.0, 1.900442276552343)	(37.0, 2.152794086241146)	(38.0, 2.486982865517503)	(39.0, 2.780328799646755)	(40.0, 3.0853206753076887)	(41.0, 3.4122865093408175)	(42.0, 3.6381234178012805)	(43.0, 3.8522400271113004)	(44.0, 4.1033610900067945)	(45.0, 4.094484328760058)	(46.0, 3.9862657888467727)	(47.0, 3.992499008543716)	(48.0, 3.9596534534972965)	(49.0, 3.8288378896477044)	(50.0, 3.6181340386332956)	(51.0, 3.4438346521426237)	(52.0, 3.2187951650419913)	(53.0, 2.916051966334665)	(54.0, 2.685404889157021)	(55.0, 2.4604269393960534)	(56.0, 2.2307003582575713)	(57.0, 2.1007129844376426)	(58.0, 2.035288536150021)	(59.0, 1.8964782462555618)	(60.0, 1.7216019472055266)	(61.0, 1.633644576377082)	(62.0, 1.5543998672229336)	(63.0, 1.4167972476194088)	(64.0, 1.3096222784246163)	(65.0, 1.2178829252625676)	(66.0, 1.0902339703499253)	(67.0, 0.9767257832812329)	(68.0, 0.8600458591639523)	(69.0, 0.7503991401592653)	(70.0, 0.6572957093012997)	(71.0, 0.5734998010677292)	(72.0, 0.5118598991695306)	(73.0, 0.4508969080076515)	(74.0, 0.3880185671486861)	(75.0, 0.3404476395314947)	(76.0, 0.30370984775123716)	(77.0, 0.2645182545518209)	(78.0, 0.2307727159127945)	(79.0, 0.20427319901937172)	(80.0, 0.1870709485270666)	(81.0, 0.16847385166901188)	(82.0, 0.13628469491235687)	(83.0, 0.10539807851195329)	(84.0, 0.08099339522297426)	(85.0, 0.06264244772358125)	(86.0, 0.04760426034284349)	(87.0, 0.03394297093711958)	(88.0, 0.024894417950483007)	(89.0, 0.017417631181134107)	(90.0, 0.010371605789443171)	(91.0, 0.006448600385772454)	(92.0, 0.004164026650693624)	(93.0, 0.002940972024843342)	(94.0, 0.002048680599694708)	(95.0, 0.0012384389607666382)	(96.0, 0.0008204978622056402)	(97.0, 0.0006281936757511934)	(98.0, 0.0004205051543803907)	(99.0, 0.00018974013063505432)	(100.0, 9.487006531752716e-05)
I_12hrsS3_Data1	(0.0, 5.3611721130590776e-06)	(1.0, 1.3402930282647697e-05)	(2.0, 2.412527450876585e-05)	(3.0, 4.288937690447262e-05)	(4.0, 5.361172113059079e-05)	(5.0, 8.845933986547478e-05)	(6.0, 0.00016083516339177235)	(7.0, 0.0002895032941051902)	(8.0, 0.00044765787144043307)	(9.0, 0.0006111736208887349)	(10.0, 0.0009569692221810455)	(11.0, 0.001342973614321299)	(12.0, 0.0018254791044966163)	(13.0, 0.0025572790979291804)	(14.0, 0.003377538431227219)	(15.0, 0.004599885673004689)	(16.0, 0.00639855891693601)	(17.0, 0.009229257792631203)	(18.0, 0.013727281195487771)	(19.0, 0.020565456225694622)	(20.0, 0.030325470057518678)	(21.0, 0.04489713586081325)	(22.0, 0.0706200396592707)	(23.0, 0.10575716168825991)	(24.0, 0.15122258179305742)	(25.0, 0.21404211602782716)	(26.0, 0.3004454463879438)	(27.0, 0.4086419413876456)	(28.0, 0.5309329578725797)	(29.0, 0.6686855947315762)	(30.0, 0.8349489448878209)	(31.0, 1.0212335923002847)	(32.0, 1.2336539537639115)	(33.0, 1.4580377707978296)	(34.0, 1.689463487402251)	(35.0, 1.9352383811672746)	(36.0, 2.1816271291392435)	(37.0, 2.469047607878511)	(38.0, 2.812846172558707)	(39.0, 3.1527471651127086)	(40.0, 3.476926520445165)	(41.0, 3.7668667500775697)	(42.0, 3.9930492403554187)	(43.0, 4.190737100852359)	(44.0, 4.271138599031906)	(45.0, 4.248128448322657)	(46.0, 4.243094307708494)	(47.0, 4.133691548983355)	(48.0, 3.969687932872764)	(49.0, 3.7953667410305916)	(50.0, 3.602884578655431)	(51.0, 3.437838214568851)	(52.0, 3.175883303366615)	(53.0, 2.8568372703324125)	(54.0, 2.6422643982653926)	(55.0, 2.4209739775407098)	(56.0, 2.1713095534076614)	(57.0, 1.9869924561606904)	(58.0, 1.8246910121959965)	(59.0, 1.6989286367678564)	(60.0, 1.5916569439576576)	(61.0, 1.4771423076227155)	(62.0, 1.3435231344628877)	(63.0, 1.2033231225342798)	(64.0, 1.085058346306253)	(65.0, 0.9761890242063623)	(66.0, 0.8455372598111126)	(67.0, 0.7277308637987524)	(68.0, 0.6231477988032524)	(69.0, 0.5250973220275149)	(70.0, 0.43573998583310264)	(71.0, 0.36268329344844663)	(72.0, 0.30016934602412126)	(73.0, 0.24399498462348823)	(74.0, 0.2037433043986407)	(75.0, 0.16607302854623107)	(76.0, 0.13160873361743078)	(77.0, 0.10499051407609244)	(78.0, 0.08370398020119138)	(79.0, 0.06701733199929501)	(80.0, 0.0553460603091654)	(81.0, 0.04303948972363828)	(82.0, 0.03117253525138201)	(83.0, 0.023599879641686063)	(84.0, 0.01819849873777904)	(85.0, 0.01350211196673929)	(86.0, 0.010196949359038367)	(87.0, 0.00691591202584621)	(88.0, 0.0045087457470826845)	(89.0, 0.0033641355009445713)	(90.0, 0.0019782725097188)	(91.0, 0.0008711904683721002)	(92.0, 0.0004530190435534921)	(93.0, 0.00031898974072701514)	(94.0, 0.00021444688452236315)	(95.0, 0.00010186227014812248)	(96.0, 4.82505490175317e-05)	(97.0, 1.3402930282647697e-05)	(98.0, 2.6805860565295388e-06)	(99.0, 0.0)	(100.0, 0.0)
I_12hrsS3_Data2	(0.0, 0.0003591979923727255)	(1.0, 0.0003591979923727255)	(2.0, 0.000402087304894842)	(3.0, 0.0004396154533516939)	(4.0, 0.0005146717502653977)	(5.0, 0.0006379785237664826)	(6.0, 0.000804174609789684)	(7.0, 0.0009569677856497239)	(8.0, 0.0011178027076076608)	(9.0, 0.0012571929733045393)	(10.0, 0.0014501948796540635)	(11.0, 0.001889810333005757)	(12.0, 0.002289217055867967)	(13.0, 0.0027556383295459837)	(14.0, 0.0035732158494988287)	(15.0, 0.004632045752388579)	(16.0, 0.005755209624061505)	(17.0, 0.0076074918086104105)	(18.0, 0.010706244638333326)	(19.0, 0.01557954277365881)	(20.0, 0.023203118074465016)	(21.0, 0.03555792066286719)	(22.0, 0.05267879810528956)	(23.0, 0.07813628566919832)	(24.0, 0.11272651621828525)	(25.0, 0.16232800615011297)	(26.0, 0.2323180030221418)	(27.0, 0.3217475807948199)	(28.0, 0.42409488338275303)	(29.0, 0.5332026138569846)	(30.0, 0.6650255964757423)	(31.0, 0.8265011775394783)	(32.0, 1.0096680284112747)	(33.0, 1.195748671952542)	(34.0, 1.437644394577279)	(35.0, 1.7109484968783684)	(36.0, 1.9125095016580873)	(37.0, 2.165620779507358)	(38.0, 2.496294698470843)	(39.0, 2.7876096314491887)	(40.0, 3.1017845680018223)	(41.0, 3.4347959544977638)	(42.0, 3.657573766065767)	(43.0, 3.867069293662077)	(44.0, 4.116387547935173)	(45.0, 4.106182572136942)	(46.0, 3.9986429821518)	(47.0, 3.9971525785416566)	(48.0, 3.9569545703803026)	(49.0, 3.8374783486038497)	(50.0, 3.6372978435709364)	(51.0, 3.4721257398842007)	(52.0, 3.245490570771239)	(53.0, 2.9280560464669243)	(54.0, 2.693834830201614)	(55.0, 2.477321538843872)	(56.0, 2.24768143727233)	(57.0, 2.108307255067647)	(58.0, 2.040912061603206)	(59.0, 1.9034303703135618)	(60.0, 1.723220201423759)	(61.0, 1.6348655370461664)	(62.0, 1.5494273459200778)	(63.0, 1.4027807446608638)	(64.0, 1.2959220225120103)	(65.0, 1.2028951036515398)	(66.0, 1.0714983335759707)	(67.0, 0.9581123941776579)	(68.0, 0.8425659056610435)	(69.0, 0.730016307856912)	(70.0, 0.6328023198614697)	(71.0, 0.547656312176938)	(72.0, 0.48734321644271167)	(73.0, 0.4270569265288116)	(74.0, 0.36471194961385006)	(75.0, 0.3204260538527322)	(76.0, 0.283570731486071)	(77.0, 0.2441661756063765)	(78.0, 0.2124575707423692)	(79.0, 0.18618250565850764)	(80.0, 0.16986580282587493)	(81.0, 0.15300762242265054)	(82.0, 0.12387773747403555)	(83.0, 0.09583348824863663)	(84.0, 0.07214250424423255)	(85.0, 0.05532721315353026)	(86.0, 0.042339793205426864)	(87.0, 0.029700848921565663)	(88.0, 0.02234265124199005)	(89.0, 0.016137103836446325)	(90.0, 0.009529469126007755)	(91.0, 0.005736445549833079)	(92.0, 0.003873441037153644)	(93.0, 0.002688623778730177)	(94.0, 0.0018040317079615243)	(95.0, 0.0012009007506192614)	(96.0, 0.0006808678362885991)	(97.0, 0.0004771436018085458)	(98.0, 0.00032703100798113814)	(99.0, 0.00019300190634952415)	(100.0, 0.00010454269927265892)
I_24hrsS1_Data1	(0.0, 0.0)	(1.0, 1.706228000322721e-05)	(2.0, 3.168709143456481e-05)	(3.0, 4.387443429401282e-05)	(4.0, 8.287393144424644e-05)	(5.0, 0.00012674836573825924)	(6.0, 0.00021205976575439531)	(7.0, 0.00034855800578021296)	(8.0, 0.0005118684000968162)	(9.0, 0.0007434279144263283)	(10.0, 0.0010066745201904052)	(11.0, 0.0013966694916927413)	(12.0, 0.00195728726322735)	(13.0, 0.002598341497634315)	(14.0, 0.003592828674965272)	(15.0, 0.005043122475239585)	(16.0, 0.006976035052748038)	(17.0, 0.010220305721933099)	(18.0, 0.015190304140015994)	(19.0, 0.023017015724353503)	(20.0, 0.03477536411514894)	(21.0, 0.050869969095335976)	(22.0, 0.0776796859175497)	(23.0, 0.11686199321067503)	(24.0, 0.16866551276904473)	(25.0, 0.23720469154200843)	(26.0, 0.33088635863401333)	(27.0, 0.44881840054774796)	(28.0, 0.5849632076306417)	(29.0, 0.7450415186209193)	(30.0, 0.9421474146867719)	(31.0, 1.160152166288006)	(32.0, 1.3871073024852185)	(33.0, 1.6078980806641225)	(34.0, 1.8358135794786596)	(35.0, 2.0873798358462414)	(36.0, 2.3470750499010755)	(37.0, 2.63624657139577)	(38.0, 2.9775774828603305)	(39.0, 3.3056168782023767)	(40.0, 3.6026077988756935)	(41.0, 3.870641592914961)	(42.0, 4.088353848287569)	(43.0, 4.277128476774703)	(44.0, 4.331191529699214)	(45.0, 4.265704061578256)	(46.0, 4.223055673975903)	(47.0, 4.097611353923606)	(48.0, 3.9140260960260242)	(49.0, 3.712120824342121)	(50.0, 3.5053893648858767)	(51.0, 3.3168511708502155)	(52.0, 3.039079689866249)	(53.0, 2.7350566723630307)	(54.0, 2.5160281839616028)	(55.0, 2.2964293279143533)	(56.0, 2.06757784116821)	(57.0, 1.886739610351149)	(58.0, 1.7269903576180765)	(59.0, 1.6007221731884795)	(60.0, 1.4891592366530924)	(61.0, 1.3762971293688884)	(62.0, 1.2508649966594494)	(63.0, 1.1185592025772817)	(64.0, 1.002528386149621)	(65.0, 0.9018682465362962)	(66.0, 0.7827418450223358)	(67.0, 0.669713989875243)	(68.0, 0.5694438452334205)	(69.0, 0.4815682282796567)	(70.0, 0.40398116616783875)	(71.0, 0.3369166558808682)	(72.0, 0.2776666698353758)	(73.0, 0.22384492629948152)	(74.0, 0.18468943116064698)	(75.0, 0.15081593041709718)	(76.0, 0.12069856874282928)	(77.0, 0.09763524111560987)	(78.0, 0.07757243730038656)	(79.0, 0.06196045109743366)	(80.0, 0.05097234277535534)	(81.0, 0.03974048759608806)	(82.0, 0.028703629902571946)	(83.0, 0.020991479341113246)	(84.0, 0.01596541914587689)	(85.0, 0.012050844619422189)	(86.0, 0.008806573950237128)	(87.0, 0.005859674446822601)	(88.0, 0.003751264132138096)	(89.0, 0.0025349673147651852)	(90.0, 0.0013893570859770726)	(91.0, 0.0006629914515539716)	(92.0, 0.0003217458514894273)	(93.0, 0.0002218096400419537)	(94.0, 0.00012674836573825924)	(95.0, 7.312405715668803e-05)	(96.0, 3.899949715023362e-05)	(97.0, 2.193721714700641e-05)	(98.0, 2.193721714700641e-05)	(99.0, 1.2187342859448005e-05)	(100.0, 2.4374685718896014e-06)
I_24hrsS1_Data2	(0.0, 0.0001998723010993342)	(1.0, 0.0002461841757443019)	(2.0, 0.00032662058960135105)	(3.0, 0.0004021820692852457)	(4.0, 0.0005118680881812217)	(5.0, 0.0006337414425100841)	(6.0, 0.0007239277247134422)	(7.0, 0.0008165514740033777)	(8.0, 0.0009676744333711669)	(9.0, 0.0012114211420288915)	(10.0, 0.0015551040012362833)	(11.0, 0.001967035938867838)	(12.0, 0.0023789678764993927)	(13.0, 0.0028835235634208827)	(14.0, 0.0036903251690779517)	(15.0, 0.00468237427331489)	(16.0, 0.006200916268252515)	(17.0, 0.00832151263357472)	(18.0, 0.011382971294315742)	(19.0, 0.01682827276572931)	(20.0, 0.025205847142295307)	(21.0, 0.03922372035720105)	(22.0, 0.058745394253598225)	(23.0, 0.0873490705145822)	(24.0, 0.1277379001391672)	(25.0, 0.1800435063500283)	(26.0, 0.25847875972899753)	(27.0, 0.3620150491655393)	(28.0, 0.47791173419811417)	(29.0, 0.605513136180433)	(30.0, 0.7618400877780648)	(31.0, 0.9507754740599268)	(32.0, 1.1408735321420864)	(33.0, 1.3263501526280954)	(34.0, 1.5895746607746588)	(35.0, 1.8715993525599925)	(36.0, 2.0680226377318203)	(37.0, 2.329599418127857)	(38.0, 2.659842083819862)	(39.0, 2.9392269987504323)	(40.0, 3.2326127246263026)	(41.0, 3.5532103330567213)	(42.0, 3.7757608279295702)	(43.0, 3.9651983324312674)	(44.0, 4.172885153010168)	(45.0, 4.1487639787214)	(46.0, 4.044325826462824)	(47.0, 4.029849709435642)	(48.0, 3.9463152749115533)	(49.0, 3.7813401900907455)	(50.0, 3.567264768277926)	(51.0, 3.3735958209139305)	(52.0, 3.1251862377195834)	(53.0, 2.8073722167020367)	(54.0, 2.5656900426666427)	(55.0, 2.3517218694056323)	(56.0, 2.1358378470145722)	(57.0, 2.0002098659161542)	(58.0, 1.919502893212495)	(59.0, 1.784913273092959)	(60.0, 1.6181393375622573)	(61.0, 1.5195559812456407)	(62.0, 1.4316609181036652)	(63.0, 1.2998378231273946)	(64.0, 1.199114370708763)	(65.0, 1.108265097457856)	(66.0, 0.9849390127453936)	(67.0, 0.8766789120950651)	(68.0, 0.7727916273980563)	(69.0, 0.6756561265308664)	(70.0, 0.5927919954555864)	(71.0, 0.5175790735650723)	(72.0, 0.4575466966897613)	(73.0, 0.4015483278427356)	(74.0, 0.3459399537295623)	(75.0, 0.30249210291132284)	(76.0, 0.27153627091179183)	(77.0, 0.23964201408392857)	(78.0, 0.20768925804598745)	(79.0, 0.18039450161049544)	(80.0, 0.16295929954020838)	(81.0, 0.1463430864110113)	(82.0, 0.12016468990117168)	(83.0, 0.09381567069527164)	(84.0, 0.07185165477812407)	(85.0, 0.05551331289679679)	(86.0, 0.042497238654474294)	(87.0, 0.029798035133406838)	(88.0, 0.021925016443762334)	(89.0, 0.01614578198148768)	(90.0, 0.009886366503157312)	(91.0, 0.006096105183529693)	(92.0, 0.0038877600030907083)	(93.0, 0.0027397130053128252)	(94.0, 0.0018817245908376344)	(95.0, 0.0011870464711631191)	(96.0, 0.0008799256182543861)	(97.0, 0.0005996169032980027)	(98.0, 0.00034855779338054625)	(99.0, 0.00017793509732013898)	(100.0, 8.531134803020363e-05)
I_24hrsS2_Data1	(0.0, 1.9798598754173174e-05)	(1.0, 1.7323773909901526e-05)	(2.0, 2.2273423598444822e-05)	(3.0, 3.217272297553141e-05)	(4.0, 7.176992048387776e-05)	(5.0, 0.00013116571674639727)	(6.0, 0.00019303633785318843)	(7.0, 0.0003068782806896842)	(8.0, 0.0005172383924527742)	(9.0, 0.0007251236793715926)	(10.0, 0.0008587642209622613)	(11.0, 0.0011681173264962172)	(12.0, 0.0016482333462849168)	(13.0, 0.0024500765958289303)	(14.0, 0.003615719097480876)	(15.0, 0.0047788867742885495)	(16.0, 0.006335551601335415)	(17.0, 0.00952807565044584)	(18.0, 0.014574243507915727)	(19.0, 0.022582776703978777)	(20.0, 0.03351902769081518)	(21.0, 0.0486179340657165)	(22.0, 0.07530149553665338)	(23.0, 0.11288913527145115)	(24.0, 0.16141055116824107)	(25.0, 0.22880498132744653)	(26.0, 0.32258846880112063)	(27.0, 0.43977142517738305)	(28.0, 0.5724170871806548)	(29.0, 0.7279944761909476)	(30.0, 0.9197686533735575)	(31.0, 1.1278222283817863)	(32.0, 1.3515166964058118)	(33.0, 1.5758595685390366)	(34.0, 1.8028703018543861)	(35.0, 2.050919521170889)	(36.0, 2.304928118712398)	(37.0, 2.586904711819021)	(38.0, 2.93262041878986)	(39.0, 3.2626011894008204)	(40.0, 3.5526556107991456)	(41.0, 3.823384124988554)	(42.0, 4.041651302129092)	(43.0, 4.225221434952941)	(44.0, 4.288893728546362)	(45.0, 4.244695831652515)	(46.0, 4.208746525964624)	(47.0, 4.086900999581754)	(48.0, 3.9138043254988624)	(49.0, 3.716580584009167)	(50.0, 3.5082919006407325)	(51.0, 3.3351482048857988)	(52.0, 3.0694361606557297)	(53.0, 2.768586553286691)	(54.0, 2.556296078145069)	(55.0, 2.3259492809396414)	(56.0, 2.09906476369135)	(57.0, 1.9296654779257998)	(58.0, 1.775973905446842)	(59.0, 1.6457461473164237)	(60.0, 1.5245094278452442)	(61.0, 1.4105387941168464)	(62.0, 1.292974714714566)	(63.0, 1.161801573493636)	(64.0, 1.0323830830872944)	(65.0, 0.9218450314179014)	(66.0, 0.7994500939196028)	(67.0, 0.6873355788244088)	(68.0, 0.5858207385372299)	(69.0, 0.4969225553061482)	(70.0, 0.41984166070646345)	(71.0, 0.35529327911817044)	(72.0, 0.2969789813125976)	(73.0, 0.23729858019298686)	(74.0, 0.19434552019580814)	(75.0, 0.15994792968527652)	(76.0, 0.1274534794799898)	(77.0, 0.10294033939747915)	(78.0, 0.08336200005444615)	(79.0, 0.06834228807456152)	(80.0, 0.05700264063810884)	(81.0, 0.0447770059074069)	(82.0, 0.032331111765564795)	(83.0, 0.023441540924941037)	(84.0, 0.01794248012096944)	(85.0, 0.01339375205719815)	(86.0, 0.009701313389544854)	(87.0, 0.006402371872130751)	(88.0, 0.004137907139622194)	(89.0, 0.0029227681410848145)	(90.0, 0.001630909572375015)	(91.0, 0.0006904761315517894)	(92.0, 0.0003811230260178336)	(93.0, 0.0002227342359844482)	(94.0, 0.00010641746830368081)	(95.0, 7.91943950166927e-05)	(96.0, 2.7223073286988115e-05)	(97.0, 1.2374124221358232e-05)	(98.0, 1.2374124221358232e-05)	(99.0, 2.4748248442716468e-06)	(100.0, 0.0)
I_24hrsS2_Data2	(0.0, 0.00025243195294549607)	(1.0, 0.00026728089135405464)	(2.0, 0.0003093528835116373)	(3.0, 0.0003712234602139648)	(4.0, 0.0004702163829376887)	(5.0, 0.0005642596595252264)	(6.0, 0.0006657274053170436)	(7.0, 0.0007869937356536055)	(8.0, 0.0009676558196244015)	(9.0, 0.0012398863571146423)	(10.0, 0.0015814119405114899)	(11.0, 0.0018907648240231274)	(12.0, 0.0022941609841223027)	(13.0, 0.0029574135663712527)	(14.0, 0.003818651994067651)	(15.0, 0.004860552505734845)	(16.0, 0.006273676477616005)	(17.0, 0.008310455862656625)	(18.0, 0.011401509874704906)	(19.0, 0.01651696915645334)	(20.0, 0.0243126618209466)	(21.0, 0.03815929688692749)	(22.0, 0.05753468668702836)	(23.0, 0.0859184324549881)	(24.0, 0.12388221831953625)	(25.0, 0.17401965885603432)	(26.0, 0.25204340572380546)	(27.0, 0.35326861885494937)	(28.0, 0.46457131151936837)	(29.0, 0.5903962659473577)	(30.0, 0.7439417135610578)	(31.0, 0.9273013546760754)	(32.0, 1.1150216340370733)	(33.0, 1.2981362676683497)	(34.0, 1.5558816657410415)	(35.0, 1.835304039067161)	(36.0, 2.032260358118282)	(37.0, 2.2924112842131605)	(38.0, 2.615744443236456)	(39.0, 2.896780401202972)	(40.0, 3.1954766965834005)	(41.0, 3.5131326114884898)	(42.0, 3.727454764008421)	(43.0, 3.9134055448757317)	(44.0, 4.136775650532611)	(45.0, 4.123471001718542)	(46.0, 4.016392832031357)	(47.0, 4.001764152875859)	(48.0, 3.933060589682527)	(49.0, 3.779628983929959)	(50.0, 3.569642721425328)	(51.0, 3.381630412942295)	(52.0, 3.1485243533355383)	(53.0, 2.852310305492407)	(54.0, 2.6111882939680964)	(55.0, 2.3915601207901744)	(56.0, 2.1746196054642017)	(57.0, 2.044399365267279)	(58.0, 1.9603568486979053)	(59.0, 1.8156440446142292)	(60.0, 1.6473956731529884)	(61.0, 1.548397800783128)	(62.0, 1.4560844255201872)	(63.0, 1.319197011977822)	(64.0, 1.2221344512472108)	(65.0, 1.1317959847926082)	(66.0, 1.0065897361316423)	(67.0, 0.896237375525371)	(68.0, 0.7858379932808058)	(69.0, 0.6879958632837452)	(70.0, 0.6083387331910326)	(71.0, 0.5332451768358838)	(72.0, 0.4700431453229222)	(73.0, 0.4115259538778609)	(74.0, 0.35787426458467064)	(75.0, 0.31334972276660766)	(76.0, 0.2825060028689634)	(77.0, 0.2505411881214729)	(78.0, 0.21915300714884814)	(79.0, 0.19296690426535507)	(80.0, 0.1736434857496842)	(81.0, 0.15650781082620757)	(82.0, 0.12774294230576147)	(83.0, 0.09813663394216372)	(84.0, 0.07437585766540189)	(85.0, 0.05711396676545253)	(86.0, 0.04321536041504169)	(87.0, 0.03042052515300037)	(88.0, 0.02232290407419975)	(89.0, 0.016103673704081792)	(90.0, 0.009612212796473594)	(91.0, 0.00562279801070752)	(92.0, 0.0035043494644198276)	(93.0, 0.0024129524913907713)	(94.0, 0.0016754552170990275)	(95.0, 0.0011384186113228255)	(96.0, 0.0008117419663345363)	(97.0, 0.0006063316516828092)	(98.0, 0.0003910220447587096)	(99.0, 0.00019056137624316857)	(100.0, 0.00011136703806418945)
