Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
I_72hrsS3_Data1	(1, 0.005816380793437354)	(2, 0.032946913261806404)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0057948186774283185)	(9, 0.0)	(12, 3.126506821310163e-05)	(17, 0.0)	(22, 0.00026952645011294504)	(27, 2.3718327609939166e-05)	(32, 0.06483836094497052)	(37, 0.0005056316204118849)	(42, 0.0009185461419849167)	(47, 0.00035146249094728036)	(52, 0.0007050811934954642)	(57, 0.00045172633038929595)	(62, 0.001137401619476628)	(67, 0.0007956420807334138)	(72, 0.0007891734459307032)	(77, 0.000446335801387037)	(82, 0.0002964790951242396)	(87, 0.00012290406125150293)	(92, 0.0006867533948877841)	(97, 0.0006403948454683575)	(102, 0.0009840054977422955)	(107, 0.0009572245549838708)	(112, 0.001542253800899134)	(117, 0.0012579757950657315)	(122, 0.001690943466276372)	(127, 0.0014791617546444388)	(132, 0.001570562228631332)	(137, 0.0015697308326519056)	(142, 0.0008598967922834425)	(147, 0.0011874434477252152)
I_72hrsS3_Data2	(1, 2.1562116009035604e-05)	(2, 0.0)	(3, 0.0017896556287499551)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 3.23431740135534e-05)	(9, 0.0028677614292017353)	(12, 0.00031804121113327517)	(17, 0.0008689532751641349)	(22, 0.00020052767888403112)	(27, 0.0010770276946513284)	(32, 0.0005368966886249866)	(37, 0.0009002183433772365)	(42, 0.0012290406125150296)	(47, 0.0004581949651920066)	(52, 0.0009239366709871757)	(57, 0.0014586771480112587)	(62, 0.0018856070449901636)	(67, 0.0008420006301528404)	(72, 0.0010457626264382268)	(77, 0.0012775553735353596)	(82, 0.0015934403730677312)	(87, 0.0019125596900014582)	(92, 0.001050075049640034)	(97, 0.0012872583257394256)	(102, 0.0006398221531784946)	(107, 0.0014872414263127685)	(112, 0.0014316711670852118)	(117, 0.00015670932018669827)	(122, 0.001629853711453277)	(127, 0.0014814437158436004)	(132, 0.0008151051626841813)	(137, 0.00020523850083903165)	(142, 0.0010096151097031697)	(147, 0.004289201066124715)
U_12hrsN1_Data1	(1, 0.045460180809718594)	(2, 0.0007668220726418959)	(3, 0.0015633275803538008)	(4, 0.0)	(5, 0.0)	(6, 0.0002918871115217539)	(7, 0.002745717743975821)	(8, 0.0003413595033051021)	(9, 0.0)	(12, 0.0005412279661098286)	(17, 2.9683435070008876e-05)	(22, 0.0002513197502594085)	(27, 0.0002552775416020763)	(32, 0.00016029054937804794)	(37, 0.00013654380132204082)	(42, 7.915582685335701e-05)	(47, 0.00011972318811570248)	(52, 3.6609569919677614e-05)	(57, 6.530355715401953e-05)	(62, 0.0014416254965667645)	(67, 0.00011972318811570248)	(72, 3.562012208401065e-05)	(77, 2.1767852384673177e-05)	(82, 0.003949875759982515)	(87, 0.01943770273167748)	(92, 0.0004828505438054777)	(97, 0.03694004549679038)	(102, 1.7813727022506488e-05)	(107, 1.1883421496107317e-05)	(112, 1.3874070748187708e-05)	(117, 0.00022614997335844206)	(122, 0.07279907503940325)	(127, 0.0001908591546716824)	(132, 1.0949412836741228e-05)	(137, 7.477453682558203e-05)	(142, 0.0002467170007970657)	(147, 0.0002762684915334968)
U_12hrsN1_Data2	(1, 0.00012368097945837032)	(2, 4.4525152605013314e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 9.894478356669626e-06)	(8, 0.0)	(9, 0.0)	(12, 0.002669530260629465)	(17, 0.00012071263595136942)	(22, 1.0883926192336588e-05)	(27, 3.0672882905675837e-05)	(32, 7.12402441680213e-05)	(37, 8.311361819602486e-05)	(42, 1.9788956713339252e-05)	(47, 0.0001345649056507069)	(52, 6.233521364701865e-05)	(57, 2.2757300220340137e-05)	(62, 5.4419630961682935e-05)	(67, 1.2862821863670513e-05)	(72, 0.00016226944504938186)	(77, 1.7810061042005323e-05)	(82, 7.618748334635611e-05)	(87, 0.00010488147058069803)	(92, 7.222969200368827e-05)	(97, 0.00010092367923803018)	(102, 9.599782019630051e-05)	(107, 0.00011190936046929993)	(112, 0.0010505745914550803)	(117, 2.0832536612811088e-05)	(122, 5.859076169271253e-05)	(127, 4.0765715762597934e-05)	(132, 3.584414464092103e-05)	(137, 0.00038595616226135606)	(142, 3.0977102964572705e-05)	(147, 0.00016829233219564044)
U_12hrsN2_Data1	(1, 0.04665979432541789)	(2, 0.0010584837190191865)	(3, 0.0020864342538358966)	(4, 0.0)	(5, 0.0)	(6, 0.0002442654736198123)	(7, 0.0025240765607380602)	(8, 0.00042746457883467156)	(9, 0.0)	(12, 0.0004661399454911417)	(17, 3.5622048236222625e-05)	(22, 0.00021576783503083417)	(27, 0.00022798110871182482)	(32, 0.00018014578679461158)	(37, 0.00012823937365040146)	(42, 8.854623418718196e-05)	(47, 0.0001312926920706491)	(52, 4.0710912269968716e-05)	(57, 6.920855085894681e-05)	(62, 0.001302749192638999)	(67, 0.00014452373855838895)	(72, 5.088864033746089e-05)	(77, 2.6462092975479666e-05)	(82, 0.005295471913516181)	(87, 0.018706664188050625)	(92, 0.00043458898848191597)	(97, 0.035999641947526584)	(102, 2.2396207271523208e-05)	(107, 2.1393468022057643e-05)	(112, 2.4469133482936254e-05)	(117, 0.00023370413709390843)	(122, 0.0708680127526256)	(127, 0.00019744431152247867)	(132, 1.2294916943225455e-05)	(137, 9.853350025592538e-05)	(142, 0.00027563166472608606)	(147, 0.00023398052828474132)
U_12hrsN2_Data2	(1, 0.00020355456134984356)	(2, 8.142182453993743e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.5266592101238268e-05)	(8, 0.0)	(9, 0.0)	(12, 0.0025373076072258004)	(17, 0.00011907941838965849)	(22, 1.3231046487739833e-05)	(27, 4.6817549110464024e-05)	(32, 6.717300524544838e-05)	(37, 0.00015063037539888425)	(42, 4.0710912269968716e-05)	(47, 0.00012823937365040146)	(52, 7.735073331294056e-05)	(57, 3.765759384972106e-05)	(62, 8.243959734668664e-05)	(67, 1.7302137714736704e-05)	(72, 0.00014961260259213505)	(77, 2.1373228941733576e-05)	(82, 8.854623418718196e-05)	(87, 0.00014452373855838895)	(92, 0.00010381282628842023)	(97, 0.00011093723593566476)	(102, 9.060470076122913e-05)	(107, 0.00011614380914222326)	(112, 0.0010400540199979344)	(117, 2.6538095446220008e-05)	(122, 6.233394072138293e-05)	(127, 4.2977459131071295e-05)	(132, 4.406929020648369e-05)	(137, 0.0003891288648081208)	(142, 4.6301176021061316e-05)	(147, 0.0001433911237386997)
U_24hrsN1_Data1	(1, 0.04881259868625273)	(2, 0.0012751575481465178)	(3, 0.0027340242345853306)	(4, 0.0)	(5, 0.0)	(6, 0.00021612839799093524)	(7, 0.002377412377900288)	(8, 0.0005673370447262051)	(9, 0.0)	(12, 0.0004614341297106468)	(17, 3.998375362832302e-05)	(22, 0.00023557995381011943)	(27, 0.00022369289192061798)	(32, 0.0001415641006840626)	(37, 0.00013399960675437986)	(42, 6.916108735709928e-05)	(47, 0.00011238676695528634)	(52, 4.5386963578096405e-05)	(57, 5.943530944750719e-05)	(62, 0.001425366784750218)	(67, 0.0001826284963023403)	(72, 4.5386963578096405e-05)	(77, 2.2693481789048203e-05)	(82, 0.007308381778063476)	(87, 0.0180823824179116)	(92, 0.0004311761539919158)	(97, 0.03467023696371588)	(102, 2.0536554006878406e-05)	(107, 1.2978968976013534e-05)	(112, 2.3812524599961492e-05)	(117, 0.00019717777714146415)	(122, 0.06766991596501584)	(127, 0.00017265800063946443)	(132, 1.413713624618296e-05)	(137, 7.843160750209219e-05)	(142, 0.00023575305282467357)	(147, 0.00022533053172372225)
U_24hrsN1_Data2	(1, 0.00032959580693617626)	(2, 8.645135919637409e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.6209629849320144e-05)	(8, 0.0)	(9, 0.0)	(12, 0.0023784930198902424)	(17, 0.00010590291501555828)	(22, 1.5128987859365467e-05)	(27, 3.458054367854964e-05)	(32, 6.808044536714461e-05)	(37, 0.0001685801504329295)	(42, 2.7016049748866905e-05)	(47, 0.00013832217471419856)	(52, 6.375787740732589e-05)	(57, 2.9177333728776258e-05)	(62, 8.104814924660071e-05)	(67, 1.729027183927482e-05)	(72, 0.0001415641006840626)	(77, 1.729027183927482e-05)	(82, 7.780622327673669e-05)	(87, 0.00017830592834252158)	(92, 8.320943322651007e-05)	(97, 9.077392715619281e-05)	(102, 8.755183473949145e-05)	(107, 0.00010491869666317443)	(112, 0.0009850566366973108)	(117, 2.925516258540354e-05)	(122, 6.508287419986979e-05)	(127, 4.0186363500450786e-05)	(132, 4.350945998995149e-05)	(137, 0.00037047702981940196)	(142, 3.3847830917986695e-05)	(147, 0.00015872615365315632)
U_24hrsN2_Data1	(1, 0.04017282812487865)	(2, 0.0)	(3, 8.340018814039941e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0002449880526624233)	(7, 0.002621893414663807)	(8, 0.0)	(9, 0.0)	(12, 0.0005785888052240209)	(17, 3.753008466317974e-05)	(22, 0.00030024067730543793)	(27, 0.000289815653787888)	(32, 0.00019182043272291866)	(37, 0.00015533285041149393)	(42, 0.0001021652304719893)	(47, 0.0001574178551150039)	(52, 5.2125117587749636e-05)	(57, 6.984765756758451e-05)	(62, 0.0015533285041149391)	(67, 2.8147563497384808e-05)	(72, 5.004011288423966e-05)	(77, 3.231757290440477e-05)	(82, 1.9807544683344864e-05)	(87, 0.02101788991373241)	(92, 0.0005452287299678613)	(97, 0.03989343749460831)	(102, 3.336598960053007e-05)	(107, 1.669190830951155e-05)	(112, 3.8624051769090135e-05)	(117, 0.0002517758397701063)	(122, 0.0786197054133671)	(127, 0.00021564970314457468)	(132, 1.7819666712903462e-05)	(137, 9.344040778149878e-05)	(142, 0.0003018761931472463)	(147, 0.0002919863605476041)
U_24hrsN2_Data2	(1, 0.0)	(2, 4.1700094070199706e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 2.0850047035099853e-05)	(8, 0.0)	(9, 0.0)	(12, 0.0030190868106824593)	(17, 0.00013865281278341402)	(22, 1.7722539979834878e-05)	(27, 2.9190065849139797e-05)	(32, 8.965520225092938e-05)	(37, 3.5445079959669755e-05)	(42, 3.231757290440477e-05)	(47, 0.00014073781748692404)	(52, 6.880515521582953e-05)	(57, 3.857258701493473e-05)	(62, 7.19326622710945e-05)	(67, 2.0850047035099853e-05)	(72, 0.00016888538098430882)	(77, 1.7722539979834878e-05)	(82, 6.984765756758451e-05)	(87, 5.7337629346524605e-05)	(92, 8.75701975474194e-05)	(97, 0.00010425023517549927)	(102, 0.00010427026677975264)	(107, 0.0001126767569676281)	(112, 0.0011786632839204416)	(117, 2.716592311619552e-05)	(122, 7.530049367944913e-05)	(127, 4.397632138951103e-05)	(132, 5.3471880443417774e-05)	(137, 0.0004379262166787508)	(142, 3.2618721334128434e-05)	(147, 0.0001803773684418718)
U_4hrsN1_Data1	(1, 0.04675395371986046)	(2, 0.0009754687536003365)	(3, 0.0019931199397887956)	(4, 0.0)	(5, 0.0)	(6, 0.0002267305751611593)	(7, 0.002298942576052685)	(8, 0.00042709712995474193)	(9, 0.0)	(12, 0.000507243751872175)	(17, 2.4254898738170526e-05)	(22, 0.00022462145353175316)	(27, 0.0002393853049375961)	(32, 0.0001676751695377876)	(37, 0.00014025658835550785)	(42, 7.803750028802692e-05)	(47, 0.00012971098020847716)	(52, 4.6400675846934925e-05)	(57, 6.96010137704024e-05)	(62, 0.0014405300728843888)	(67, 0.0001571295613907569)	(72, 3.6909628514607325e-05)	(77, 1.89820946646552e-05)	(82, 0.0056492822843643275)	(87, 0.01883551071141147)	(92, 0.0004292062515841481)	(97, 0.03647936770220848)	(102, 1.582160136102056e-05)	(107, 1.6886871470643862e-05)	(112, 1.4786570431159917e-05)	(117, 0.00021565747250499367)	(122, 0.07146514176090973)	(127, 0.00018543043410377207)	(132, 1.1672792565891295e-05)	(137, 9.248375193357481e-05)	(142, 0.000265239842488438)	(147, 0.00024556118792253207)
U_4hrsN1_Data2	(1, 0.00021091216294061332)	(2, 8.436486517624532e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0024170533872994284)	(17, 0.00010651064228500973)	(22, 8.436486517624532e-06)	(27, 4.5346115032231864e-05)	(32, 6.749189214099626e-05)	(37, 0.00013076554102318025)	(42, 2.5309459552873597e-05)	(47, 0.00010756520309971278)	(52, 5.694628399396559e-05)	(57, 1.89820946646552e-05)	(62, 8.014662191743305e-05)	(67, 3.1636824441091996e-06)	(72, 0.00015502043976135078)	(77, 1.5818412220545997e-05)	(82, 6.64373313262932e-05)	(87, 0.0001518567573172416)	(92, 7.698293947332386e-05)	(97, 9.280135169386985e-05)	(102, 8.22734873244086e-05)	(107, 0.0001066039185447269)	(112, 0.000996069360312849)	(117, 2.2202848885602536e-05)	(122, 6.033066347567556e-05)	(127, 3.6033941980880964e-05)	(132, 4.1395511911335654e-05)	(137, 0.0003923709685677359)	(142, 3.5165726638840345e-05)	(147, 0.00015491755875141576)
U_4hrsN2_Data1	(1, 0.043006729335643604)	(2, 0.0032178773522453185)	(3, 0.0066545012865752914)	(4, 0.0002129900930824272)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0015830344756126342)	(9, 1.1512978004455523e-05)	(12, 0.000583707984825895)	(17, 0.0)	(22, 5.4110996620940954e-05)	(27, 0.00025098292049713036)	(32, 1.8420764807128835e-05)	(37, 0.0001634842876632684)	(42, 0.0005952209628303504)	(47, 0.0002049310084793083)	(52, 0.00037532308294525006)	(57, 0.00014391222505569405)	(62, 0.000539958668408964)	(67, 0.0005457151574111917)	(72, 0.0006700553198593114)	(77, 0.00033617895773010125)	(82, 0.019527161993357012)	(87, 0.024897966232435512)	(92, 0.0007506461658905001)	(97, 0.0011708698630531267)	(102, 0.0006845664978618649)	(107, 0.0011560361665452288)	(112, 0.001719208198131297)	(117, 0.0012011017050052274)	(122, 0.0024723019073949687)	(127, 0.004109667253509727)	(132, 0.0027761845030181854)	(137, 0.0012449247978886075)	(142, 0.0014107897852800818)	(147, 0.0025236004779583053)
U_4hrsN2_Data2	(1, 0.0008577168613319365)	(2, 0.00020147711507797166)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.1512978004455523e-05)	(12, 0.0003396328511314379)	(17, 1.957206260757439e-05)	(22, 0.00010476809984054525)	(27, 0.00010246550423965416)	(32, 6.447267682495093e-05)	(37, 0.0007448896768882723)	(42, 3.914412521514878e-05)	(47, 7.828825043029756e-05)	(52, 5.180840102004985e-05)	(57, 9.210382403564418e-06)	(62, 0.00027285757870559586)	(67, 0.00046742690698089426)	(72, 6.792657022628759e-05)	(77, 0.00011858367344589188)	(82, 8.059084603118865e-05)	(87, 0.0008922557953453031)	(92, 0.0001611816920623773)	(97, 6.217008122405982e-05)	(102, 0.00015673846433138496)	(107, 8.323962228217865e-05)	(112, 0.0005313624257896683)	(117, 6.524904646383434e-05)	(122, 6.439484917075474e-05)	(127, 6.5938080704019e-05)	(132, 9.481235727851416e-06)	(137, 0.0007986925701092397)	(142, 0.00271857934796885)	(147, 0.00010660026439288302)
U_72hrsN1_Data1	(1, 0.053781641191174394)	(2, 0.004238885371101259)	(3, 0.009095854520451765)	(4, 0.00018375463677680335)	(5, 8.352483489854697e-06)	(6, 4.176241744927348e-06)	(7, 0.0)	(8, 0.00214241201514773)	(9, 2.0881208724636745e-05)	(12, 0.0004368348865194007)	(17, 8.352483489854697e-07)	(22, 2.672794716753503e-05)	(27, 0.00015535619291129736)	(32, 1.0858228536811107e-05)	(37, 0.00010691178867014012)	(42, 0.0004652333303849066)	(47, 0.00013698072923361705)	(52, 0.00025809173983651015)	(57, 9.10420700394162e-05)	(62, 0.0004485283634051973)	(67, 0.000705784854892722)	(72, 0.00046189233698896477)	(77, 0.00023303428936694606)	(82, 0.02564295956220291)	(87, 0.019898956666229834)	(92, 0.0005980378178735964)	(97, 0.000855294309361121)	(102, 0.0004237057571274642)	(107, 0.0007944796240505676)	(112, 0.0012340457639202166)	(117, 0.000860493272595462)	(122, 0.001720448354747642)	(127, 0.002943356721909336)	(132, 0.0019196548215568523)	(137, 0.0008694286715497866)	(142, 0.0010567815350586368)	(147, 0.0019245649329638018)
U_72hrsN1_Data2	(1, 0.0009605356013332902)	(2, 0.00027563195516520505)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.0881208724636745e-05)	(9, 1.6704966979709393e-05)	(12, 0.0002990189089367982)	(17, 1.5034470281738457e-05)	(22, 7.350185471072135e-05)	(27, 9.521831178434355e-05)	(32, 4.5103410845215363e-05)	(37, 0.0008185433820057604)	(42, 3.6750927355360674e-05)	(47, 6.0973129475939295e-05)	(52, 4.927965259014271e-05)	(57, 7.517235140869228e-06)	(62, 0.00024389251790375718)	(67, 0.0003533100516208537)	(72, 6.264362617391023e-05)	(77, 0.00010357079527419826)	(82, 8.436008324753246e-05)	(87, 0.000856964806059092)	(92, 0.00014533321272347174)	(97, 4.42681624962299e-05)	(102, 0.00014458001248853733)	(107, 6.948843634558672e-05)	(112, 0.0005025455399804844)	(117, 5.46797536796551e-05)	(122, 5.063231277746665e-05)	(127, 5.7604848511997724e-05)	(132, 1.5318855857123688e-05)	(137, 0.0006453337419191741)	(142, 0.0021251183179220763)	(147, 8.999545998864587e-05)
U_72hrsN2_Data1	(1, 0.04880298397445842)	(2, 0.0010650730292791663)	(3, 0.002351393112949657)	(4, 0.0)	(5, 0.0)	(6, 0.0002058112133872785)	(7, 0.002325666711276247)	(8, 0.0005917072384884256)	(9, 0.0)	(12, 0.00047954012719235895)	(17, 4.2191298744392095e-05)	(22, 0.0002335957271945611)	(27, 0.00024491534393086145)	(32, 0.00015332935397352249)	(37, 0.0001234867280323671)	(42, 8.129542928797501e-05)	(47, 0.00012245767196543072)	(52, 3.4987906275837344e-05)	(57, 4.836563514601045e-05)	(62, 0.0013614411765568474)	(67, 0.00018420103598161425)	(72, 2.984262594115538e-05)	(77, 1.4406784937109496e-05)	(82, 0.006383234783206443)	(87, 0.01800024872285138)	(92, 0.0004846854075270409)	(97, 0.03414819652521725)	(102, 1.5438841186929466e-05)	(107, 1.4418007151702295e-05)	(112, 1.6488818442702207e-05)	(117, 0.00018668579979517783)	(122, 0.0679570385726063)	(127, 0.00015194580558255093)	(132, 8.280469607788727e-06)	(137, 6.220417573106779e-05)	(142, 0.00025759277556963527)	(147, 0.00023213514470919765)
U_72hrsN2_Data2	(1, 0.00025726401673409815)	(2, 8.23244853549114e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.0290560669363926e-05)	(8, 0.0)	(9, 0.0)	(12, 0.0025304488685965894)	(17, 0.00011525427949687597)	(22, 6.174336401618355e-06)	(27, 2.5726401673409812e-05)	(32, 5.8656195815374375e-05)	(37, 0.00014200973723722219)	(42, 2.1610177405664244e-05)	(47, 7.512109288635666e-05)	(52, 4.2191298744392095e-05)	(57, 2.77845138072826e-05)	(62, 5.968525188231076e-05)	(67, 1.3377728870173104e-05)	(72, 0.00011525427949687597)	(77, 1.1319616736300318e-05)	(82, 5.65980836815016e-05)	(87, 0.00014921312970577692)	(92, 6.174336401618355e-05)	(97, 6.483053221699274e-05)	(102, 6.072694684158635e-05)	(107, 8.445252584167473e-05)	(112, 0.0010801067899934248)	(117, 1.0315312063668746e-05)	(122, 4.4400824707113576e-05)	(127, 2.1710638031713556e-05)	(132, 2.2776477447974386e-05)	(137, 0.00035465822369926424)	(142, 2.493709772954583e-05)	(147, 0.0001364547229687881)
